mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000051185	13.55	15.7	10.69	17.51
ENSMUSG00000051190	0.0	0.0	0.0	0.0
ENSMUSG00000051192	0.0	0.0	0.0	0.0
ENSMUSG00000051198	0.0	0.0	0.0	0.0
ENSMUSG00000051200	0.0	0.0	0.0	0.0
ENSMUSG00000051207	0.0	0.0	0.0	0.0
ENSMUSG00000051209	0.0	0.0	0.0	0.0
ENSMUSG00000051212	0.0	0.0	1.49	1.01
ENSMUSG00000051219	0.0	0.0	0.0	0.0
ENSMUSG00000051220	1.45	5.36	1.6	1.09
ENSMUSG00000051223	176.71	144.99	164.1	190.25
ENSMUSG00000051224	3.84	2.3	11.27	0.0
ENSMUSG00000051225	0.0	0.0	4.12	0.0
ENSMUSG00000051226	0.0	1.29	0.0	2.63
ENSMUSG00000051228	0.0	0.0	0.0	0.56
ENSMUSG00000051232	70.66	81.5	54.69	63.06
ENSMUSG00000051234	280.02	408.56	338.98	337.65
ENSMUSG00000051235	4.79	5.31	0.96	0.9
ENSMUSG00000051236	5.07	2.25	1.12	4.58
ENSMUSG00000051237	0.0	0.0	0.0	0.0
ENSMUSG00000051238	4.48	11.56	4.95	6.76
ENSMUSG00000051242	3.88	2.87	18.56	7.8
ENSMUSG00000051243	200.67	274.9	284.18	205.67
ENSMUSG00000051246	1.42	1.05	3.14	3.22
ENSMUSG00000051251	13.05	21.66	1.8	2.46
ENSMUSG00000051255	15.08	10.97	0.0	5.7
ENSMUSG00000051256	40.49	86.51	89.64	63.87
ENSMUSG00000051257	0.0	0.0	0.0	0.0
ENSMUSG00000051258	0.0	0.0	0.0	0.0
ENSMUSG00000051262	0.0	0.0	0.0	0.0
ENSMUSG00000051276	0.0	0.0	0.0	0.0
ENSMUSG00000051278	5.4	6.39	3.57	3.66
ENSMUSG00000051279	0.0	0.0	0.0	0.0
ENSMUSG00000051285	16.9	27.17	34.26	31.5
ENSMUSG00000051295	1.15	6.81	2.54	1.74
ENSMUSG00000051297	7.29	0.0	0.0	0.0
ENSMUSG00000051306	16.42	16.45	9.77	19.69
ENSMUSG00000051313	0.0	0.0	0.0	0.0
ENSMUSG00000051314	0.0	1.3	0.0	0.0
ENSMUSG00000051316	19.65	39.69	21.93	6.2
ENSMUSG00000051319	42.89	49.21	108.83	64.77
ENSMUSG00000051323	12.62	11.98	16.77	21.5
ENSMUSG00000051329	40.83	24.21	13.69	11.85
ENSMUSG00000051331	10.58	15.52	13.75	13.1
ENSMUSG00000051335	5.73	5.08	12.0	9.92
ENSMUSG00000051339	4.56	7.22	10.77	6.38
ENSMUSG00000051340	0.0	0.0	0.0	0.0
ENSMUSG00000051341	1.25	1.84	0.0	3.76
ENSMUSG00000051343	19.33	14.73	24.53	15.75
ENSMUSG00000051344	6.19	11.16	0.99	4.24
ENSMUSG00000051346	8.08	13.87	11.91	20.3
ENSMUSG00000051351	50.77	43.64	66.47	56.88
ENSMUSG00000051354	0.0	0.0	5.8	1.86
ENSMUSG00000051355	83.51	77.93	152.82	42.14
ENSMUSG00000051359	43.56	25.57	89.46	122.91
ENSMUSG00000051361	0.0	0.0	0.0	0.0
ENSMUSG00000051362	0.0	0.0	0.0	0.0
ENSMUSG00000051367	19.52	1.03	0.0	2.1
ENSMUSG00000051368	0.0	0.0	0.0	0.0
ENSMUSG00000051373	25.02	4.67	21.0	28.94
ENSMUSG00000051375	11.62	10.27	25.28	15.22
ENSMUSG00000051378	17.72	20.95	0.0	4.45
ENSMUSG00000051379	10.28	12.29	9.71	8.11
ENSMUSG00000051390	103.64	59.01	49.57	23.08
ENSMUSG00000051391	317.98	255.51	494.41	472.22
ENSMUSG00000051392	0.0	0.0	0.0	0.0
ENSMUSG00000051396	76.29	103.95	58.23	62.81
ENSMUSG00000051397	2.36	0.0	2.61	1.78
ENSMUSG00000051401	0.0	0.0	0.0	5.13
ENSMUSG00000051403	81.29	97.45	88.26	91.39
ENSMUSG00000051413	21.93	11.19	8.77	5.11
ENSMUSG00000051414	0.0	0.0	0.0	0.0
ENSMUSG00000051424	0.0	0.0	0.0	0.0
ENSMUSG00000051427	23.15	14.56	14.89	22.14
ENSMUSG00000051428	0.0	9.87	0.0	0.0
ENSMUSG00000051431	0.0	0.0	0.0	0.0
ENSMUSG00000051435	5.53	8.09	2.01	0.6
ENSMUSG00000051437	0.0	0.0	0.0	0.0
ENSMUSG00000051439	8.06	3.96	2.97	0.0
ENSMUSG00000051444	0.0	1.27	5.69	2.59
ENSMUSG00000051451	195.42	251.27	129.41	169.15
ENSMUSG00000051452	0.0	0.0	0.0	0.0
ENSMUSG00000051455	0.84	0.0	0.0	0.0
ENSMUSG00000051456	0.0	0.0	7.02	4.78
ENSMUSG00000051457	0.0	0.77	1.15	0.0
ENSMUSG00000051469	14.54	11.71	16.43	21.85
ENSMUSG00000051480	1.94	0.0	2.14	0.0
ENSMUSG00000051481	0.0	0.0	0.0	0.0
ENSMUSG00000051483	163.47	172.3	157.31	168.87
ENSMUSG00000051486	2.16	0.8	2.39	3.26
ENSMUSG00000051490	0.0	0.0	0.0	0.0
ENSMUSG00000051493	0.0	0.0	0.0	0.0
ENSMUSG00000051495	41.81	32.81	28.24	42.43
ENSMUSG00000051497	0.0	0.0	1.19	3.25
ENSMUSG00000051498	0.0	0.0	0.0	0.0
ENSMUSG00000051499	6.17	3.65	6.81	6.51
ENSMUSG00000051502	18.5	13.56	15.37	13.96
ENSMUSG00000051503	0.0	0.0	0.0	0.0
ENSMUSG00000051504	5.81	0.0	2.8	4.39
ENSMUSG00000051506	0.39	0.0	0.43	0.0
ENSMUSG00000051509	0.0	0.0	0.0	0.0
ENSMUSG00000051510	52.74	51.49	76.65	86.24
ENSMUSG00000051515	18.04	26.59	22.43	15.3
ENSMUSG00000051517	57.16	43.61	21.0	31.25
ENSMUSG00000051518	46.7	59.7	32.39	61.7
ENSMUSG00000051527	10.72	12.44	10.15	11.55
ENSMUSG00000051528	0.0	0.0	0.0	0.0
ENSMUSG00000051537	25.71	36.01	44.94	33.65
ENSMUSG00000051548	0.0	0.0	0.0	0.0
ENSMUSG00000051550	118.57	129.94	104.95	154.72
ENSMUSG00000051554	16.65	22.47	27.61	27.2
ENSMUSG00000051557	54.78	81.09	68.29	99.07
ENSMUSG00000051578	16.78	19.74	7.43	5.06
ENSMUSG00000051579	140.6	118.62	66.03	71.48
ENSMUSG00000051582	0.0	0.0	0.0	0.0
ENSMUSG00000051586	22.84	15.57	24.32	23.76
ENSMUSG00000051590	0.99	0.0	0.0	1.49
ENSMUSG00000051591	0.0	0.0	0.0	0.0
ENSMUSG00000051592	1.7	0.0	0.0	0.0
ENSMUSG00000051593	0.0	0.0	0.0	0.0
ENSMUSG00000051596	1.27	0.0	0.0	0.0
ENSMUSG00000051599	1.43	1.06	0.0	0.0
ENSMUSG00000051606	0.0	0.0	0.0	0.0
ENSMUSG00000051611	0.0	0.0	0.0	0.0
ENSMUSG00000051614	0.0	0.0	0.0	0.0
ENSMUSG00000051615	31.73	27.36	47.02	48.88
ENSMUSG00000051616	0.0	0.0	0.0	0.0
ENSMUSG00000051617	0.0	0.0	0.0	0.0
ENSMUSG00000051618	0.0	0.0	0.0	0.0
ENSMUSG00000051620	0.0	0.0	0.0	0.0
ENSMUSG00000051627	13.41	29.2	0.0	0.0
ENSMUSG00000051638	0.0	0.0	0.0	0.0
ENSMUSG00000051639	27.27	19.37	25.26	12.76
ENSMUSG00000051648	0.0	0.0	0.0	0.0
ENSMUSG00000051650	0.0	3.27	1.97	4.19
ENSMUSG00000051652	11.73	8.0	20.9	14.27
ENSMUSG00000051663	0.0	0.0	0.0	0.0
ENSMUSG00000051669	15.85	18.65	14.03	19.12
ENSMUSG00000051671	32.69	33.38	43.57	59.26
ENSMUSG00000051674	28.36	46.95	34.45	35.27
ENSMUSG00000051675	92.52	106.65	148.41	156.99
ENSMUSG00000051678	2.62	2.57	2.89	1.31
ENSMUSG00000051680	0.0	0.0	0.0	0.0
ENSMUSG00000051682	0.0	0.0	0.0	0.0
ENSMUSG00000051687	0.0	0.0	0.0	0.0
ENSMUSG00000051695	242.92	269.29	190.99	162.38
ENSMUSG00000051703	35.33	35.66	32.86	36.44
ENSMUSG00000051705	8.49	7.06	1.17	0.77
ENSMUSG00000051706	0.0	0.0	0.0	0.0
ENSMUSG00000051716	0.0	0.0	0.0	0.0
ENSMUSG00000051721	2.7	13.75	13.65	3.93
ENSMUSG00000051723	0.0	0.0	0.0	0.0
ENSMUSG00000051726	5.62	4.14	15.99	19.79
ENSMUSG00000051727	7.3	0.0	0.0	0.0
ENSMUSG00000051728	0.0	0.0	0.0	0.0
ENSMUSG00000051729	0.0	0.0	0.0	0.0
ENSMUSG00000051730	1.95	4.51	5.31	21.41
ENSMUSG00000051732	0.0	0.0	0.0	0.0
ENSMUSG00000051735	1.38	1.02	0.0	3.13
ENSMUSG00000051736	14.14	18.4	17.0	7.55
ENSMUSG00000051747	3.6	0.31	0.0	1.98
ENSMUSG00000051748	0.0	0.0	0.0	0.0
ENSMUSG00000051758	0.0	0.0	0.0	0.0
ENSMUSG00000051768	35.87	65.45	29.19	17.08
ENSMUSG00000051769	0.0	0.0	0.0	0.0
ENSMUSG00000051777	2.67	0.0	0.0	0.0
ENSMUSG00000051786	60.34	38.79	35.87	36.75
ENSMUSG00000051788	0.0	0.0	0.0	0.0
ENSMUSG00000051790	131.44	109.1	90.63	82.62
ENSMUSG00000051793	0.0	0.0	0.0	0.0
ENSMUSG00000051802	0.0	0.0	0.0	0.0
ENSMUSG00000051804	0.0	0.0	0.0	0.0
ENSMUSG00000051805	0.0	0.0	0.0	0.0
ENSMUSG00000051811	10.43	15.07	11.64	15.78
ENSMUSG00000051817	91.15	68.08	66.7	52.56
ENSMUSG00000051827	0.0	0.0	0.0	0.0
ENSMUSG00000051832	0.0	0.0	0.0	0.0
ENSMUSG00000051839	4.54	1.67	0.0	0.0
ENSMUSG00000051844	0.0	0.0	0.0	0.0
ENSMUSG00000051851	175.23	220.11	356.4	290.71
ENSMUSG00000051853	130.08	126.03	257.86	212.52
ENSMUSG00000051855	1021.34	577.88	222.3	238.31
ENSMUSG00000051860	0.0	0.0	0.0	0.0
ENSMUSG00000051864	15.81	12.58	5.57	18.33
ENSMUSG00000051877	0.0	0.0	0.0	0.0
ENSMUSG00000051879	0.0	0.0	0.0	0.0
ENSMUSG00000051885	0.0	0.0	0.0	0.0
ENSMUSG00000051890	3.05	4.51	10.11	8.05
ENSMUSG00000051896	0.0	0.0	0.0	0.0
ENSMUSG00000051900	0.0	0.0	0.0	0.0
ENSMUSG00000051906	0.0	0.0	4.29	0.0
ENSMUSG00000051910	5.63	7.64	7.24	7.07
ENSMUSG00000051911	19.65	0.0	0.0	0.0
ENSMUSG00000051917	0.0	0.0	0.0	0.0
ENSMUSG00000051920	4.73	3.49	2.61	1.78
ENSMUSG00000051934	43.83	49.51	17.07	36.91
ENSMUSG00000051936	0.0	0.0	0.0	0.0
ENSMUSG00000051940	0.0	0.0	0.0	0.0
ENSMUSG00000051949	0.0	0.0	0.0	0.0
ENSMUSG00000051950	13.53	26.6	24.45	19.75
ENSMUSG00000051951	5.03	9.36	14.79	12.58
ENSMUSG00000051952	0.0	0.0	0.0	0.0
ENSMUSG00000051956	0.0	0.0	0.0	0.0
ENSMUSG00000051965	5.95	2.19	0.0	0.0
ENSMUSG00000051969	0.0	0.0	0.0	0.0
ENSMUSG00000051976	0.0	0.0	0.0	0.0
ENSMUSG00000051977	4.47	5.18	1.25	5.39
ENSMUSG00000051978	13.37	7.88	8.87	6.05
ENSMUSG00000051980	0.0	0.0	0.99	0.0
ENSMUSG00000051984	1.1	0.82	0.0	0.0
ENSMUSG00000051985	0.0	0.0	0.0	0.0
ENSMUSG00000051986	0.0	0.0	0.0	0.0
ENSMUSG00000051989	46.14	24.94	51.56	8.73
ENSMUSG00000051998	1.78	0.0	0.0	2.68
ENSMUSG00000052005	0.0	0.0	0.0	0.0
ENSMUSG00000052012	0.0	0.0	0.0	0.0
ENSMUSG00000052013	0.0	0.0	0.0	0.0
ENSMUSG00000052014	0.0	0.0	0.0	0.0
ENSMUSG00000052025	0.0	0.0	0.0	0.0
ENSMUSG00000052026	11.76	4.34	55.78	50.49
ENSMUSG00000052031	42.12	44.18	37.78	34.81
ENSMUSG00000052033	54.52	57.65	111.02	48.73
ENSMUSG00000052040	15.51	15.89	16.44	6.74
ENSMUSG00000052056	9.19	4.5	4.47	3.56
ENSMUSG00000052058	0.0	0.0	0.0	0.0
ENSMUSG00000052062	2.97	2.76	4.21	2.42
ENSMUSG00000052075	0.0	0.0	0.0	0.0
ENSMUSG00000052076	0.0	0.0	8.83	16.06
ENSMUSG00000052085	1.94	0.36	0.0	0.73
ENSMUSG00000052087	0.0	1.65	0.0	1.69
ENSMUSG00000052098	0.0	0.0	0.0	0.0
ENSMUSG00000052099	0.0	0.0	0.0	0.0
ENSMUSG00000052102	32.86	22.85	44.34	48.72
ENSMUSG00000052105	17.97	45.76	21.75	18.56
ENSMUSG00000052117	0.0	0.0	0.0	0.0
ENSMUSG00000052125	23.24	62.54	7.86	15.2
ENSMUSG00000052126	0.0	0.0	0.0	0.0
ENSMUSG00000052131	0.0	0.0	0.0	0.0
ENSMUSG00000052133	50.0	87.51	35.09	28.8
ENSMUSG00000052135	18.35	30.47	28.69	23.05
ENSMUSG00000052137	19.68	14.21	18.79	33.12
ENSMUSG00000052139	26.58	67.54	79.0	80.21
ENSMUSG00000052142	1.2	0.0	11.54	0.0
ENSMUSG00000052143	0.0	0.0	0.0	0.0
ENSMUSG00000052144	46.16	46.01	42.64	42.06
ENSMUSG00000052146	1315.69	1472.05	656.08	640.66
ENSMUSG00000052151	0.0	7.52	3.0	16.08
ENSMUSG00000052154	0.0	5.99	0.0	0.0
ENSMUSG00000052155	32.48	35.38	48.29	53.79
ENSMUSG00000052157	0.0	0.0	0.0	0.0
ENSMUSG00000052160	6.23	4.59	4.59	1.56
ENSMUSG00000052180	0.0	0.0	0.0	0.0
ENSMUSG00000052182	0.0	0.0	0.0	0.0
ENSMUSG00000052187	827.88	572.84	8.86	0.0
ENSMUSG00000052188	0.0	0.0	0.0	0.0
ENSMUSG00000052192	0.0	0.0	0.0	0.0
ENSMUSG00000052212	0.0	0.0	0.0	1.11
ENSMUSG00000052214	24.5	29.0	29.17	19.92
ENSMUSG00000052217	17.71	12.85	0.0	0.0
ENSMUSG00000052221	0.0	0.0	0.0	0.0
ENSMUSG00000052222	0.0	5.06	0.0	0.0
ENSMUSG00000052229	2.96	1.09	10.61	13.93
ENSMUSG00000052234	0.0	5.82	0.0	1.12
ENSMUSG00000052236	0.0	0.0	0.0	0.0
ENSMUSG00000052241	0.0	0.0	0.0	8.07
ENSMUSG00000052248	0.0	9.81	0.0	0.0
ENSMUSG00000052253	25.53	31.43	42.28	24.59
ENSMUSG00000052262	0.0	0.0	0.0	0.0
ENSMUSG00000052270	0.0	0.0	0.0	4.07
ENSMUSG00000052271	1.12	0.0	0.0	0.0
ENSMUSG00000052273	0.0	0.0	0.0	0.0
ENSMUSG00000052276	0.0	0.0	0.0	0.0
ENSMUSG00000052277	0.0	0.0	0.0	0.0
ENSMUSG00000052281	0.0	0.0	0.0	0.0
ENSMUSG00000052291	14.55	8.05	8.04	5.48
ENSMUSG00000052293	234.37	283.01	257.91	276.96
ENSMUSG00000052295	1.39	0.0	0.0	0.0
ENSMUSG00000052296	93.71	86.77	92.04	80.7
ENSMUSG00000052298	111.86	106.49	95.19	100.1
ENSMUSG00000052299	13.24	15.24	19.46	15.88
ENSMUSG00000052301	0.0	24.78	50.7	50.21
ENSMUSG00000052302	12.79	15.43	23.01	22.31
ENSMUSG00000052303	0.0	0.0	0.0	0.0
ENSMUSG00000052305	4062.83	2029.29	1105.88	1110.27
ENSMUSG00000052310	25.59	26.44	37.68	24.43
ENSMUSG00000052316	0.0	0.53	0.0	1.63
ENSMUSG00000052331	19.11	17.33	19.04	19.04
ENSMUSG00000052334	0.0	0.0	0.0	0.0
ENSMUSG00000052336	4.19	4.64	3.46	3.94
ENSMUSG00000052337	91.71	91.08	66.03	79.34
ENSMUSG00000052353	4.38	3.25	2.43	2.42
ENSMUSG00000052363	0.0	0.0	0.0	0.0
ENSMUSG00000052364	31.97	32.6	35.3	28.69
ENSMUSG00000052368	0.0	0.0	0.0	0.0
ENSMUSG00000052369	32.24	37.57	23.76	46.59
ENSMUSG00000052371	0.0	0.0	0.0	0.0
ENSMUSG00000052372	2.24	4.16	2.36	1.56
ENSMUSG00000052373	54.52	53.3	44.65	54.9
ENSMUSG00000052374	27.57	1.0	6.92	18.8
ENSMUSG00000052376	0.0	0.0	0.0	3.09
ENSMUSG00000052382	0.0	0.0	0.0	0.0
ENSMUSG00000052384	3.37	3.73	1.74	5.08
ENSMUSG00000052387	14.49	11.97	12.36	12.82
ENSMUSG00000052388	0.0	0.0	0.0	0.0
ENSMUSG00000052389	0.0	0.0	0.0	0.0
ENSMUSG00000052392	0.0	0.0	0.0	1.31
ENSMUSG00000052395	9.53	9.24	17.24	11.14
ENSMUSG00000052396	0.0	0.0	0.0	0.0
ENSMUSG00000052397	44.86	69.04	31.63	43.22
ENSMUSG00000052403	0.0	0.0	0.0	0.0
ENSMUSG00000052406	67.09	70.7	39.68	77.19
ENSMUSG00000052407	6.7	9.47	9.22	4.33
ENSMUSG00000052414	34.47	17.24	10.16	9.71
ENSMUSG00000052415	0.0	0.0	0.0	0.5
ENSMUSG00000052417	0.0	0.0	0.0	0.0
ENSMUSG00000052419	58.79	34.12	60.69	67.42
ENSMUSG00000052423	93.36	90.8	90.62	272.1
ENSMUSG00000052426	0.0	0.0	0.0	0.0
ENSMUSG00000052428	9.51	14.7	16.21	17.59
ENSMUSG00000052429	665.23	713.86	755.01	604.81
ENSMUSG00000052430	6.11	1.38	4.48	2.16
ENSMUSG00000052435	0.0	0.0	0.0	0.0
ENSMUSG00000052445	0.0	0.0	0.0	0.0
ENSMUSG00000052446	24.85	30.21	40.61	42.92
ENSMUSG00000052450	3.12	6.91	0.0	0.0
ENSMUSG00000052456	210.59	224.35	225.28	219.74
ENSMUSG00000052459	63.19	89.96	115.44	127.54
ENSMUSG00000052467	0.0	2.04	0.0	0.0
ENSMUSG00000052468	0.0	0.0	0.0	0.0
ENSMUSG00000052469	0.0	0.0	0.0	0.0
ENSMUSG00000052471	0.0	0.0	0.0	0.0
ENSMUSG00000052477	0.0	0.0	11.47	0.0
ENSMUSG00000052479	0.0	1.81	2.7	5.53
ENSMUSG00000052481	0.0	0.0	0.0	0.0
ENSMUSG00000052482	0.0	0.0	0.0	0.0
ENSMUSG00000052485	0.0	0.0	0.0	0.0
ENSMUSG00000052488	62.7	72.17	37.42	30.2
ENSMUSG00000052496	0.0	0.0	0.0	0.0
ENSMUSG00000052504	18.28	31.05	19.41	17.85
ENSMUSG00000052508	0.0	0.0	0.0	0.0
ENSMUSG00000052512	9.64	7.39	16.13	10.59
ENSMUSG00000052516	74.9	96.83	136.5	128.1
ENSMUSG00000052520	0.0	0.0	0.0	0.0
ENSMUSG00000052525	2.2	3.62	0.0	3.32
ENSMUSG00000052533	44.15	36.71	22.19	26.21
ENSMUSG00000052534	177.71	149.33	104.45	151.19
ENSMUSG00000052537	0.0	0.0	0.0	0.0
ENSMUSG00000052539	10.33	11.46	16.1	16.0
ENSMUSG00000052544	15.38	7.5	0.0	19.34
ENSMUSG00000052549	0.0	0.0	0.0	0.0
ENSMUSG00000052551	11.8	11.76	27.95	12.57
ENSMUSG00000052554	0.0	0.0	0.0	0.0
ENSMUSG00000052557	12.11	5.29	11.68	6.8
ENSMUSG00000052558	3.61	0.0	11.97	10.88
ENSMUSG00000052560	8.32	2.71	9.46	18.93
ENSMUSG00000052562	0.0	0.0	0.0	0.0
ENSMUSG00000052563	6.9	4.25	3.81	3.47
ENSMUSG00000052565	0.0	0.77	0.0	0.0
ENSMUSG00000052566	18.33	13.53	37.1	20.72
ENSMUSG00000052572	13.81	22.26	81.01	66.92
ENSMUSG00000052581	6.96	7.5	22.17	11.86
ENSMUSG00000052584	89.16	106.43	150.59	177.46
ENSMUSG00000052593	21.77	20.22	53.86	32.03
ENSMUSG00000052595	0.0	0.0	0.0	0.0
ENSMUSG00000052605	0.0	8.49	0.0	6.36
ENSMUSG00000052609	1.56	0.58	0.0	1.17
ENSMUSG00000052613	11.98	5.68	8.19	13.46
ENSMUSG00000052616	2.19	3.22	0.0	1.65
ENSMUSG00000052621	39.61	71.12	35.57	29.87
ENSMUSG00000052625	0.0	0.0	0.0	0.0
ENSMUSG00000052629	3.68	2.72	0.0	2.78
ENSMUSG00000052631	0.0	0.0	0.0	5.13
ENSMUSG00000052632	35.89	43.14	47.49	45.23
ENSMUSG00000052642	0.0	0.0	0.0	0.0
ENSMUSG00000052656	28.2	21.49	28.08	23.62
ENSMUSG00000052658	0.0	0.0	0.0	0.0
ENSMUSG00000052673	0.0	0.0	0.0	0.0
ENSMUSG00000052675	3.9	7.9	16.94	14.1
ENSMUSG00000052676	5.65	5.16	8.03	3.24
ENSMUSG00000052681	95.1	77.58	109.52	96.09
ENSMUSG00000052684	37.07	45.54	37.2	27.0
ENSMUSG00000052688	9.19	1.14	0.0	1.89
ENSMUSG00000052698	11.5	5.51	11.95	12.6
ENSMUSG00000052707	76.03	65.04	67.91	65.29
ENSMUSG00000052712	51.0	71.22	90.47	45.49
ENSMUSG00000052713	25.69	26.42	19.99	15.04
ENSMUSG00000052724	0.0	0.0	0.0	0.0
ENSMUSG00000052726	1.08	3.1	0.74	4.54
ENSMUSG00000052727	181.14	162.07	170.32	197.63
ENSMUSG00000052730	0.0	0.0	0.0	0.0
ENSMUSG00000052736	0.0	0.0	0.0	0.0
ENSMUSG00000052738	106.2	113.8	192.43	99.21
ENSMUSG00000052748	4.24	20.38	7.66	46.59
ENSMUSG00000052749	0.0	0.0	0.0	0.0
ENSMUSG00000052751	38.61	49.07	36.2	62.21
ENSMUSG00000052752	128.84	143.02	106.15	128.74
ENSMUSG00000052759	4.19	0.0	2.32	3.16
ENSMUSG00000052760	0.0	0.0	0.0	0.0
ENSMUSG00000052763	18.46	28.31	25.53	20.33
ENSMUSG00000052767	0.0	0.0	0.0	0.0
ENSMUSG00000052769	0.0	0.0	0.0	0.0
ENSMUSG00000052776	4.38	2.11	0.0	2.15
ENSMUSG00000052779	8.84	0.0	0.0	0.0
ENSMUSG00000052783	4.07	2.99	1.34	7.19
ENSMUSG00000052785	0.0	0.0	0.0	0.0
ENSMUSG00000052790	0.0	0.0	0.0	0.0
ENSMUSG00000052794	15.07	8.12	18.2	11.39
ENSMUSG00000052798	39.59	48.11	28.19	26.95
ENSMUSG00000052812	13.17	8.52	1.82	6.2
ENSMUSG00000052818	0.0	0.0	0.0	0.0
ENSMUSG00000052819	0.0	0.0	0.0	0.0
ENSMUSG00000052821	0.0	0.0	0.0	0.0
ENSMUSG00000052825	0.0	3.39	10.25	6.98
ENSMUSG00000052831	0.0	0.0	0.0	0.0
ENSMUSG00000052833	170.91	144.22	123.47	121.04
ENSMUSG00000052837	6.89	10.15	17.76	12.12
ENSMUSG00000052848	3.25	1.2	1.79	2.45
ENSMUSG00000052850	0.0	0.0	0.0	0.0
ENSMUSG00000052852	161.69	144.45	233.12	246.66
ENSMUSG00000052854	15.05	1.57	2.17	3.7
ENSMUSG00000052861	0.3	0.44	0.96	1.3
ENSMUSG00000052865	0.0	0.0	0.0	0.0
ENSMUSG00000052889	19.43	23.22	45.39	69.33
ENSMUSG00000052906	6.21	5.21	8.56	4.25
ENSMUSG00000052908	0.0	0.0	0.0	0.0
ENSMUSG00000052909	0.0	0.0	0.0	0.0
ENSMUSG00000052911	36.79	23.69	15.78	10.27
ENSMUSG00000052912	3.4	0.0	0.0	2.98
ENSMUSG00000052914	4.34	4.01	4.79	5.72
ENSMUSG00000052915	102.97	135.32	117.91	114.18
ENSMUSG00000052917	31.0	32.72	18.28	26.75
ENSMUSG00000052920	4.06	4.39	2.24	2.99
ENSMUSG00000052921	48.92	21.53	16.3	59.68
ENSMUSG00000052922	0.0	0.0	0.0	0.0
ENSMUSG00000052926	31.04	31.4	50.84	85.65
ENSMUSG00000052928	27.5	27.05	32.75	24.72
ENSMUSG00000052934	22.42	12.37	21.69	25.36
ENSMUSG00000052942	2.19	1.78	1.88	0.76
ENSMUSG00000052949	63.48	63.41	94.08	66.86
ENSMUSG00000052951	33.22	23.92	3.51	13.07
ENSMUSG00000052955	0.0	0.0	0.0	0.0
ENSMUSG00000052957	57.51	48.41	20.67	10.08
ENSMUSG00000052961	0.0	0.0	0.0	0.0
ENSMUSG00000052962	5.25	6.21	12.75	15.05
ENSMUSG00000052974	8.86	0.0	0.0	0.0
ENSMUSG00000052979	0.0	0.0	0.0	0.0
ENSMUSG00000052981	68.52	85.78	88.79	61.74
ENSMUSG00000052997	136.04	141.25	124.58	150.15
ENSMUSG00000053004	0.0	1.06	1.14	3.23
ENSMUSG00000053007	1.3	1.92	2.87	0.0
ENSMUSG00000053012	7.66	9.41	11.29	5.78
ENSMUSG00000053024	41.18	73.56	57.89	71.99
ENSMUSG00000053025	2.89	4.28	15.94	19.36
ENSMUSG00000053030	0.0	6.74	0.0	0.0
ENSMUSG00000053038	0.0	12.76	19.58	6.65
ENSMUSG00000053040	0.0	0.0	1.76	3.99
ENSMUSG00000053044	0.0	0.0	0.0	0.0
ENSMUSG00000053046	186.61	137.51	106.45	90.88
ENSMUSG00000053049	0.0	0.0	0.0	0.0
ENSMUSG00000053054	0.0	0.0	0.0	0.0
ENSMUSG00000053062	23.92	23.52	7.82	20.44
ENSMUSG00000053063	5.94	0.0	0.0	0.0
ENSMUSG00000053070	5.3	11.7	20.56	11.99
ENSMUSG00000053080	128.38	143.14	101.33	89.37
ENSMUSG00000053081	0.0	0.0	0.0	0.0
ENSMUSG00000053088	0.0	0.0	0.0	0.0
ENSMUSG00000053091	15.85	15.89	17.05	26.79
ENSMUSG00000053093	6.71	1.84	0.69	2.81
ENSMUSG00000053094	37.92	30.61	22.73	22.15
ENSMUSG00000053101	0.0	0.0	0.0	0.86
ENSMUSG00000053110	37.46	21.46	4.16	12.09
ENSMUSG00000053111	4.09	6.03	0.0	10.79
ENSMUSG00000053113	18.88	10.43	10.4	7.1
ENSMUSG00000053117	4.84	7.13	2.67	0.0
ENSMUSG00000053119	42.13	46.66	63.12	83.9
ENSMUSG00000053121	0.0	0.0	0.0	0.0
ENSMUSG00000053128	33.24	41.05	27.45	17.64
ENSMUSG00000053129	7.04	10.37	7.78	5.3
ENSMUSG00000053134	10.08	30.64	16.38	11.43
ENSMUSG00000053137	54.41	43.92	50.7	44.72
ENSMUSG00000053141	7.0	19.67	10.13	9.52
ENSMUSG00000053146	0.0	0.0	0.0	0.0
ENSMUSG00000053153	1.1	0.81	0.0	1.66
ENSMUSG00000053158	14.78	6.39	1.59	5.74
ENSMUSG00000053161	3.21	0.0	7.1	0.0
ENSMUSG00000053164	6.48	6.39	7.15	4.88
ENSMUSG00000053166	24.35	13.25	14.6	14.26
ENSMUSG00000053168	0.0	0.0	0.0	0.0
ENSMUSG00000053173	0.0	13.04	0.0	7.56
ENSMUSG00000053175	6.25	0.0	0.0	0.0
ENSMUSG00000053178	0.0	3.47	4.35	8.77
ENSMUSG00000053181	6.27	0.0	0.0	0.0
ENSMUSG00000053182	0.0	0.0	0.0	0.0
ENSMUSG00000053184	0.0	0.0	0.0	0.0
ENSMUSG00000053185	0.0	0.0	0.0	0.0
ENSMUSG00000053192	306.26	396.26	586.81	566.69
ENSMUSG00000053194	0.0	0.0	0.0	0.0
