mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000049470	118.0	180.0	101.0	155.0
ENSMUSG00000049476	0.0	0.0	0.0	0.0
ENSMUSG00000049477	0.0	0.0	0.0	0.0
ENSMUSG00000049482	22.0	27.0	18.0	40.0
ENSMUSG00000049488	16.0	18.0	15.0	14.0
ENSMUSG00000049489	5.0	17.0	6.0	12.0
ENSMUSG00000049491	0.0	0.0	0.0	0.0
ENSMUSG00000049493	1.0	1.0	1.0	0.0
ENSMUSG00000049494	0.0	0.0	0.0	4.0
ENSMUSG00000049498	0.0	0.0	0.0	0.0
ENSMUSG00000049502	2.0	2.0	1.0	2.0
ENSMUSG00000049504	19.0	19.0	8.0	8.0
ENSMUSG00000049506	0.0	0.0	0.0	0.0
ENSMUSG00000049507	0.0	0.0	0.0	0.0
ENSMUSG00000049511	1.0	1.0	1.0	5.0
ENSMUSG00000049515	0.0	1.0	0.0	0.0
ENSMUSG00000049516	8.0	11.0	8.0	13.0
ENSMUSG00000049517	196.34	280.73	177.51	248.75
ENSMUSG00000049521	10.0	14.0	7.0	13.0
ENSMUSG00000049526	0.0	0.0	0.0	0.0
ENSMUSG00000049528	0.0	0.0	0.0	0.0
ENSMUSG00000049530	0.0	0.0	0.0	0.0
ENSMUSG00000049532	66.0	90.0	43.0	65.0
ENSMUSG00000049536	1.0	12.0	9.0	11.0
ENSMUSG00000049537	1.0	0.0	0.0	0.0
ENSMUSG00000049538	6.0	5.0	3.0	4.0
ENSMUSG00000049539	0.0	3.0	0.0	1.0
ENSMUSG00000049546	0.0	0.0	0.0	0.0
ENSMUSG00000049548	0.0	0.0	0.0	0.0
ENSMUSG00000049550	55.0	89.0	86.0	92.0
ENSMUSG00000049551	12.0	6.0	6.0	11.0
ENSMUSG00000049553	28.0	29.0	16.0	30.0
ENSMUSG00000049555	1.0	0.0	3.0	2.0
ENSMUSG00000049556	74.0	90.0	128.0	171.0
ENSMUSG00000049560	0.0	0.0	0.0	0.0
ENSMUSG00000049561	0.0	0.0	0.0	0.0
ENSMUSG00000049562	3.0	1.0	1.0	3.0
ENSMUSG00000049565	0.0	0.0	0.0	0.0
ENSMUSG00000049571	1.0	1.0	3.0	3.0
ENSMUSG00000049573	0.0	0.0	0.0	0.0
ENSMUSG00000049576	0.0	0.0	0.0	0.0
ENSMUSG00000049577	12.0	8.0	6.0	3.0
ENSMUSG00000049579	0.0	0.0	0.0	0.0
ENSMUSG00000049580	7.0	10.0	7.0	12.0
ENSMUSG00000049583	15.0	18.0	56.0	85.0
ENSMUSG00000049588	1.0	1.0	0.0	0.0
ENSMUSG00000049593	0.0	0.0	0.0	0.0
ENSMUSG00000049598	0.0	0.0	0.0	0.0
ENSMUSG00000049600	13.0	25.0	8.0	24.0
ENSMUSG00000049601	0.0	0.0	0.0	0.0
ENSMUSG00000049604	0.0	0.0	0.0	0.0
ENSMUSG00000049605	0.0	0.0	0.0	0.0
ENSMUSG00000049606	29.0	43.0	30.0	63.0
ENSMUSG00000049608	0.0	0.0	0.0	0.0
ENSMUSG00000049612	1.0	2.0	5.0	10.0
ENSMUSG00000049618	0.0	0.0	0.0	0.0
ENSMUSG00000049620	0.0	1.0	0.0	0.0
ENSMUSG00000049624	7.0	7.0	9.0	15.0
ENSMUSG00000049625	0.0	0.0	0.0	0.0
ENSMUSG00000049630	3.0	3.0	2.0	4.0
ENSMUSG00000049641	2.0	1.0	0.0	1.0
ENSMUSG00000049643	26.0	29.0	25.0	23.0
ENSMUSG00000049647	12.0	12.0	10.0	16.0
ENSMUSG00000049648	0.0	0.0	0.0	0.0
ENSMUSG00000049649	2.0	1.0	0.0	0.0
ENSMUSG00000049653	0.0	0.0	0.0	0.0
ENSMUSG00000049657	26.0	51.0	24.0	38.0
ENSMUSG00000049658	13.0	32.0	12.0	35.0
ENSMUSG00000049659	33.0	32.0	22.0	38.0
ENSMUSG00000049661	1.0	0.0	2.0	2.0
ENSMUSG00000049670	43.0	63.0	74.0	90.0
ENSMUSG00000049672	12.0	27.0	20.0	31.0
ENSMUSG00000049674	0.0	0.0	0.0	0.0
ENSMUSG00000049676	2.0	10.0	6.0	8.0
ENSMUSG00000049680	15.0	29.0	28.0	32.0
ENSMUSG00000049685	0.0	0.0	0.0	0.0
ENSMUSG00000049686	5.0	11.0	2.0	5.0
ENSMUSG00000049687	0.0	0.0	0.0	0.0
ENSMUSG00000049690	17.0	26.0	11.0	20.0
ENSMUSG00000049691	0.0	0.0	0.0	0.0
ENSMUSG00000049692	0.0	0.0	0.0	0.0
ENSMUSG00000049694	0.0	0.0	0.0	0.0
ENSMUSG00000049699	0.0	0.0	0.0	0.0
ENSMUSG00000049708	0.0	0.0	0.0	0.0
ENSMUSG00000049709	0.0	0.0	0.0	0.0
ENSMUSG00000049717	6.0	6.0	6.0	14.0
ENSMUSG00000049719	0.0	0.0	0.0	0.0
ENSMUSG00000049721	1.0	0.0	2.0	5.0
ENSMUSG00000049723	0.0	0.0	0.0	0.0
ENSMUSG00000049728	9.0	11.0	15.0	12.0
ENSMUSG00000049734	10.53	10.35	14.29	8.33
ENSMUSG00000049737	0.0	0.0	0.0	0.0
ENSMUSG00000049739	24.0	42.0	21.0	20.0
ENSMUSG00000049740	0.0	0.0	0.0	0.0
ENSMUSG00000049741	0.0	0.0	0.0	0.0
ENSMUSG00000049742	1.0	1.0	0.0	0.0
ENSMUSG00000049744	1.0	0.0	1.0	0.0
ENSMUSG00000049751	38.0	59.0	45.0	68.0
ENSMUSG00000049755	19.0	21.0	25.0	33.0
ENSMUSG00000049758	0.0	0.0	0.0	0.0
ENSMUSG00000049760	14.0	21.0	8.0	18.0
ENSMUSG00000049761	0.0	0.0	0.0	0.0
ENSMUSG00000049764	19.0	19.0	9.0	18.0
ENSMUSG00000049775	445.0	735.0	445.0	647.0
ENSMUSG00000049791	2.0	2.0	3.0	1.0
ENSMUSG00000049792	10.0	26.0	16.0	22.0
ENSMUSG00000049796	0.0	1.0	2.0	1.0
ENSMUSG00000049797	0.0	0.0	0.0	0.0
ENSMUSG00000049799	0.0	0.0	0.0	0.0
ENSMUSG00000049800	15.0	35.0	14.0	18.0
ENSMUSG00000049804	67.0	114.0	42.0	58.0
ENSMUSG00000049806	0.0	0.0	0.0	0.0
ENSMUSG00000049807	36.0	33.0	38.0	48.0
ENSMUSG00000049809	0.0	0.0	0.0	0.0
ENSMUSG00000049811	3.0	1.0	1.0	4.0
ENSMUSG00000049815	0.0	0.0	0.0	0.0
ENSMUSG00000049823	43.0	84.0	26.0	44.0
ENSMUSG00000049830	0.0	0.0	0.0	0.0
ENSMUSG00000049832	0.0	0.0	1.0	0.0
ENSMUSG00000049843	0.0	0.0	0.0	0.0
ENSMUSG00000049848	0.0	0.0	0.0	0.0
ENSMUSG00000049858	13.0	10.0	5.0	9.0
ENSMUSG00000049864	0.0	0.0	0.0	0.0
ENSMUSG00000049866	43.0	60.0	41.0	67.0
ENSMUSG00000049871	1.0	3.0	0.0	0.0
ENSMUSG00000049872	0.0	0.0	0.0	1.0
ENSMUSG00000049878	31.0	43.0	29.0	44.0
ENSMUSG00000049881	10.0	21.0	4.0	19.0
ENSMUSG00000049882	5.0	6.0	3.0	10.0
ENSMUSG00000049891	0.0	0.0	0.0	0.0
ENSMUSG00000049892	1.0	0.0	1.0	0.0
ENSMUSG00000049894	0.0	0.0	0.0	0.0
ENSMUSG00000049897	0.0	1.0	0.0	0.0
ENSMUSG00000049902	0.0	0.0	0.0	0.0
ENSMUSG00000049904	1.0	8.0	6.0	7.0
ENSMUSG00000049907	13.0	11.0	15.0	15.0
ENSMUSG00000049908	0.0	0.0	0.0	0.0
ENSMUSG00000049916	5.0	14.0	1.0	4.0
ENSMUSG00000049922	7.0	13.0	6.0	4.0
ENSMUSG00000049926	0.0	0.0	0.0	0.0
ENSMUSG00000049928	0.0	0.0	0.0	0.0
ENSMUSG00000049929	6.0	2.0	4.0	4.0
ENSMUSG00000049932	64.0	97.0	34.0	40.0
ENSMUSG00000049939	14.0	26.0	20.0	28.0
ENSMUSG00000049940	31.0	22.0	22.0	37.0
ENSMUSG00000049946	4.0	3.0	4.0	5.0
ENSMUSG00000049950	6.0	4.0	4.0	6.0
ENSMUSG00000049952	0.0	0.0	0.0	0.0
ENSMUSG00000049957	17.0	30.0	11.0	17.0
ENSMUSG00000049960	12.0	16.0	10.0	13.0
ENSMUSG00000049969	5.0	11.0	6.0	9.0
ENSMUSG00000049971	1.0	1.0	6.0	13.0
ENSMUSG00000049972	0.0	0.0	0.0	0.0
ENSMUSG00000049985	2.0	4.0	3.0	8.0
ENSMUSG00000049988	2.0	1.0	0.0	0.0
ENSMUSG00000049999	3.0	3.0	4.0	8.0
ENSMUSG00000050002	4.0	11.0	5.0	8.0
ENSMUSG00000050010	6.0	4.0	3.0	2.0
ENSMUSG00000050014	0.0	0.0	0.0	0.0
ENSMUSG00000050015	0.0	0.0	0.0	0.0
ENSMUSG00000050017	49.0	64.0	39.0	44.0
ENSMUSG00000050022	1.0	2.0	4.0	9.0
ENSMUSG00000050023	0.0	0.0	0.0	0.0
ENSMUSG00000050028	0.0	0.0	0.0	0.0
ENSMUSG00000050029	30.0	22.0	18.0	29.0
ENSMUSG00000050030	0.0	0.0	0.0	0.0
ENSMUSG00000050035	1.0	2.0	0.0	1.0
ENSMUSG00000050043	36.0	57.9	56.0	84.0
ENSMUSG00000050050	2.0	1.0	1.0	0.0
ENSMUSG00000050052	2.0	5.0	5.0	3.0
ENSMUSG00000050058	0.0	0.0	0.0	0.0
ENSMUSG00000050063	0.0	0.0	0.0	0.0
ENSMUSG00000050064	19.0	17.0	14.0	23.0
ENSMUSG00000050066	0.0	0.0	0.0	0.0
ENSMUSG00000050069	5.0	3.0	14.0	11.0
ENSMUSG00000050071	37.36	54.01	35.59	73.59
ENSMUSG00000050074	0.0	0.0	0.0	0.0
ENSMUSG00000050075	0.0	0.0	0.0	0.0
ENSMUSG00000050079	23.0	24.0	23.0	27.0
ENSMUSG00000050085	1.0	0.0	0.0	0.0
ENSMUSG00000050087	1.0	0.0	0.0	0.0
ENSMUSG00000050088	13.0	24.0	12.0	21.0
ENSMUSG00000050089	0.0	0.0	0.0	0.0
ENSMUSG00000050092	0.0	0.0	0.0	0.0
ENSMUSG00000050097	0.0	0.0	0.0	0.0
ENSMUSG00000050100	0.0	0.0	0.0	0.0
ENSMUSG00000050102	0.0	0.0	0.0	0.0
ENSMUSG00000050103	0.0	0.0	0.0	0.0
ENSMUSG00000050105	4.0	4.0	8.0	5.0
ENSMUSG00000050106	0.0	0.0	1.0	0.0
ENSMUSG00000050107	3.0	3.0	0.0	0.0
ENSMUSG00000050108	0.0	0.0	0.0	0.0
ENSMUSG00000050114	0.0	0.0	0.0	0.0
ENSMUSG00000050121	0.0	0.0	0.0	0.0
ENSMUSG00000050122	0.0	0.0	0.0	0.0
ENSMUSG00000050128	0.0	0.0	0.0	0.0
ENSMUSG00000050132	34.0	49.0	39.0	45.0
ENSMUSG00000050134	0.0	0.0	0.0	0.0
ENSMUSG00000050138	0.0	0.0	1.0	5.0
ENSMUSG00000050141	0.0	0.0	0.0	0.0
ENSMUSG00000050144	20.0	29.0	36.0	59.0
ENSMUSG00000050147	1.0	0.0	1.0	1.0
ENSMUSG00000050148	119.0	183.0	99.0	121.0
ENSMUSG00000050150	0.0	0.0	0.0	0.0
ENSMUSG00000050157	0.0	0.0	0.0	0.0
ENSMUSG00000050158	0.0	0.0	0.0	0.0
ENSMUSG00000050164	0.0	0.0	0.0	6.0
ENSMUSG00000050174	1.0	0.0	1.0	1.0
ENSMUSG00000050179	0.0	0.0	0.0	0.0
ENSMUSG00000050188	5.0	8.0	10.0	13.0
ENSMUSG00000050189	0.0	0.0	0.0	0.0
ENSMUSG00000050190	0.0	0.0	0.0	0.0
ENSMUSG00000050192	10.0	12.0	9.0	17.0
ENSMUSG00000050195	0.0	0.0	0.0	1.0
ENSMUSG00000050197	0.0	0.0	0.0	0.0
ENSMUSG00000050198	0.0	0.0	0.0	0.0
ENSMUSG00000050199	13.0	13.0	14.0	21.0
ENSMUSG00000050201	0.0	0.0	0.0	0.0
ENSMUSG00000050211	1.0	2.0	10.0	17.0
ENSMUSG00000050212	11.0	9.0	3.0	6.0
ENSMUSG00000050213	9.0	18.0	10.0	15.0
ENSMUSG00000050215	0.0	0.0	0.0	0.0
ENSMUSG00000050217	0.0	0.0	0.0	0.0
ENSMUSG00000050222	3.0	5.0	8.0	16.0
ENSMUSG00000050224	0.0	0.0	0.0	0.0
ENSMUSG00000050229	17.0	30.0	16.0	9.0
ENSMUSG00000050232	0.0	0.0	0.0	0.0
ENSMUSG00000050234	6.0	12.0	4.0	13.0
ENSMUSG00000050239	0.0	0.0	0.0	0.0
ENSMUSG00000050240	18.0	25.0	13.0	11.0
ENSMUSG00000050241	0.0	0.0	0.0	0.0
ENSMUSG00000050243	0.0	0.0	0.0	0.0
ENSMUSG00000050244	17.0	29.0	11.0	22.0
ENSMUSG00000050248	12.0	9.0	6.0	10.0
ENSMUSG00000050249	0.0	0.0	0.0	0.0
ENSMUSG00000050251	0.0	0.0	0.0	0.0
ENSMUSG00000050266	0.0	0.0	0.0	0.0
ENSMUSG00000050270	0.0	0.0	0.0	0.0
ENSMUSG00000050271	29.0	30.0	8.0	20.0
ENSMUSG00000050272	20.0	42.0	26.0	37.0
ENSMUSG00000050276	0.0	0.0	0.0	0.0
ENSMUSG00000050281	0.0	0.0	0.0	0.0
ENSMUSG00000050288	56.0	65.0	15.0	11.0
ENSMUSG00000050295	17.0	13.0	6.0	4.0
ENSMUSG00000050296	0.0	0.0	0.0	0.0
ENSMUSG00000050299	2.02	4.05	2.0	7.09
ENSMUSG00000050304	0.0	0.0	0.0	1.0
ENSMUSG00000050310	27.0	37.0	40.0	59.0
ENSMUSG00000050312	6.0	5.0	4.0	5.0
ENSMUSG00000050315	3.0	3.0	0.0	6.0
ENSMUSG00000050321	7.0	7.0	19.0	23.0
ENSMUSG00000050323	4.0	4.0	3.0	9.0
ENSMUSG00000050325	0.0	0.0	0.0	0.0
ENSMUSG00000050328	0.0	0.0	0.0	0.0
ENSMUSG00000050332	14.0	23.0	19.0	25.0
ENSMUSG00000050334	123.0	259.0	97.0	168.0
ENSMUSG00000050335	3.0	5.0	6.0	1.0
ENSMUSG00000050343	0.0	0.0	0.0	0.0
ENSMUSG00000050345	0.0	0.0	0.0	0.0
ENSMUSG00000050347	1.01	0.0	0.0	0.0
ENSMUSG00000050350	0.0	0.0	0.0	0.0
ENSMUSG00000050357	11.0	15.0	7.0	16.0
ENSMUSG00000050359	0.0	0.0	0.0	0.0
ENSMUSG00000050366	0.0	0.0	0.0	0.0
ENSMUSG00000050368	0.0	0.0	0.0	0.0
ENSMUSG00000050370	1.0	0.0	0.0	0.0
ENSMUSG00000050373	2.0	10.0	21.0	33.0
ENSMUSG00000050377	0.0	0.0	0.0	0.0
ENSMUSG00000050379	42.0	71.0	56.0	72.0
ENSMUSG00000050382	6.0	5.0	4.0	3.0
ENSMUSG00000050383	0.0	0.0	0.0	0.0
ENSMUSG00000050390	21.0	9.0	6.0	13.0
ENSMUSG00000050394	9.0	30.0	25.0	28.0
ENSMUSG00000050395	0.0	0.0	0.0	0.0
ENSMUSG00000050397	2.0	0.0	1.0	0.0
ENSMUSG00000050405	24.0	12.0	18.0	28.0
ENSMUSG00000050410	6.0	12.0	4.0	7.0
ENSMUSG00000050423	1.0	0.0	0.0	1.0
ENSMUSG00000050424	0.0	2.67	0.0	0.0
ENSMUSG00000050425	0.0	0.0	0.0	0.0
ENSMUSG00000050428	14.0	12.0	4.0	7.0
ENSMUSG00000050431	0.0	0.0	0.0	0.0
ENSMUSG00000050435	0.0	0.0	0.0	0.0
ENSMUSG00000050439	0.0	0.0	0.0	0.0
ENSMUSG00000050440	0.0	0.0	0.0	0.0
ENSMUSG00000050445	0.0	0.0	0.0	0.0
ENSMUSG00000050447	4.0	8.0	7.0	14.0
ENSMUSG00000050453	0.0	0.0	0.0	0.0
ENSMUSG00000050459	0.0	0.0	0.0	0.0
ENSMUSG00000050463	0.0	0.0	0.0	0.0
ENSMUSG00000050468	0.0	0.0	0.0	0.0
ENSMUSG00000050471	11.0	30.0	18.0	28.0
ENSMUSG00000050473	1.0	3.0	6.0	1.0
ENSMUSG00000050478	0.0	0.0	0.0	0.0
ENSMUSG00000050490	1.0	1.06	0.0	1.02
ENSMUSG00000050493	0.0	0.0	0.0	0.0
ENSMUSG00000050503	1.0	5.0	0.0	1.0
ENSMUSG00000050504	0.0	0.0	0.0	0.0
ENSMUSG00000050505	0.0	3.0	6.0	8.0
ENSMUSG00000050511	0.0	0.0	0.0	2.0
ENSMUSG00000050520	0.0	0.0	0.0	0.0
ENSMUSG00000050526	0.0	0.0	0.0	0.0
ENSMUSG00000050530	44.0	64.0	37.0	56.0
ENSMUSG00000050533	0.0	0.0	1.62	0.0
ENSMUSG00000050534	0.0	0.0	2.0	1.0
ENSMUSG00000050538	0.0	11.84	11.56	3.14
ENSMUSG00000050539	0.0	0.0	0.0	0.0
ENSMUSG00000050541	2.0	3.0	6.0	8.0
ENSMUSG00000050545	1.0	1.0	2.0	2.0
ENSMUSG00000050549	5.0	5.0	1.0	1.0
ENSMUSG00000050550	0.0	0.0	0.0	0.0
ENSMUSG00000050552	33.0	30.0	21.0	31.0
ENSMUSG00000050553	0.0	0.0	0.0	0.0
ENSMUSG00000050555	12.0	13.0	6.0	6.0
ENSMUSG00000050556	5.0	2.0	4.0	3.0
ENSMUSG00000050558	2.0	5.0	6.0	12.0
ENSMUSG00000050565	13.0	20.36	12.11	11.0
ENSMUSG00000050567	23.0	26.0	10.0	13.0
ENSMUSG00000050577	0.0	0.0	0.0	0.0
ENSMUSG00000050578	0.0	0.0	0.0	8.0
ENSMUSG00000050587	16.0	14.0	16.0	13.0
ENSMUSG00000050592	3.0	0.0	0.0	1.0
ENSMUSG00000050600	0.0	0.0	0.0	0.0
ENSMUSG00000050603	0.0	0.0	0.0	0.0
ENSMUSG00000050604	1.0	0.0	1.0	1.0
ENSMUSG00000050605	13.0	11.0	9.0	21.0
ENSMUSG00000050608	43.0	67.0	38.0	60.0
ENSMUSG00000050612	0.0	0.0	0.0	0.0
ENSMUSG00000050613	0.0	0.0	0.0	0.0
ENSMUSG00000050619	4.0	9.0	5.0	6.0
ENSMUSG00000050621	2.0	1.0	1.0	3.0
ENSMUSG00000050623	1.0	0.0	0.0	1.0
ENSMUSG00000050625	0.0	0.0	0.0	0.0
ENSMUSG00000050627	30.0	33.0	50.0	92.0
ENSMUSG00000050628	31.52	55.02	39.52	34.16
ENSMUSG00000050633	0.0	0.0	1.0	0.0
ENSMUSG00000050635	0.0	0.0	0.0	0.0
ENSMUSG00000050640	8.0	17.0	22.0	25.0
ENSMUSG00000050641	0.0	0.0	0.0	0.0
ENSMUSG00000050645	0.0	0.0	0.0	0.0
ENSMUSG00000050650	0.0	0.0	0.0	0.0
ENSMUSG00000050654	0.0	0.0	0.0	0.0
ENSMUSG00000050663	5.0	6.0	13.0	11.0
ENSMUSG00000050666	3.0	4.0	1.0	2.0
ENSMUSG00000050667	0.0	0.0	0.0	0.0
ENSMUSG00000050668	12.0	21.0	15.0	18.0
ENSMUSG00000050671	1.0	1.0	0.0	0.0
ENSMUSG00000050675	0.0	0.0	0.0	0.0
ENSMUSG00000050677	1.0	2.0	3.0	1.0
ENSMUSG00000050685	0.0	0.0	0.0	0.0
ENSMUSG00000050697	13.0	18.0	16.0	28.0
ENSMUSG00000050700	14.0	2.0	1.0	3.0
ENSMUSG00000050702	0.0	0.0	0.0	0.0
ENSMUSG00000050704	0.0	0.0	0.0	0.0
ENSMUSG00000050705	28.0	33.0	28.0	46.0
ENSMUSG00000050708	332.91	444.54	282.75	387.69
ENSMUSG00000050709	0.0	1.0	0.0	0.0
ENSMUSG00000050711	34.0	37.0	57.0	98.0
ENSMUSG00000050714	12.0	18.0	5.0	9.0
ENSMUSG00000050721	13.0	5.0	3.0	6.0
ENSMUSG00000050730	4.0	14.0	6.0	9.0
ENSMUSG00000050732	7.0	12.0	0.0	3.0
ENSMUSG00000050737	7.0	2.0	1.0	1.0
ENSMUSG00000050742	0.0	0.0	0.0	0.0
ENSMUSG00000050747	0.0	1.0	0.0	0.0
ENSMUSG00000050751	13.0	27.0	23.0	53.0
ENSMUSG00000050756	0.0	0.0	0.0	0.0
ENSMUSG00000050761	1.23	14.65	9.53	14.78
ENSMUSG00000050762	0.0	0.0	1.0	0.0
ENSMUSG00000050763	0.0	0.0	0.0	0.0
ENSMUSG00000050765	0.0	0.0	0.0	0.0
ENSMUSG00000050766	0.0	0.0	0.0	0.0
ENSMUSG00000050772	0.0	0.0	0.0	0.0
ENSMUSG00000050776	0.0	0.0	0.0	0.0
ENSMUSG00000050777	0.0	4.0	2.0	3.0
ENSMUSG00000050781	0.0	0.0	0.0	0.0
ENSMUSG00000050783	0.0	0.0	0.0	2.0
ENSMUSG00000050786	4.0	2.0	3.0	7.0
ENSMUSG00000050788	0.0	0.0	0.0	0.0
ENSMUSG00000050796	7.0	16.0	7.0	25.0
ENSMUSG00000050799	0.0	0.0	0.0	0.0
ENSMUSG00000050803	0.0	0.0	0.0	0.0
ENSMUSG00000050804	0.0	0.0	0.0	0.0
ENSMUSG00000050808	1.0	0.0	0.0	0.0
ENSMUSG00000050810	0.0	0.0	0.0	0.0
ENSMUSG00000050812	36.0	53.0	44.0	58.0
ENSMUSG00000050813	0.0	0.0	0.0	0.0
ENSMUSG00000050815	0.0	0.0	0.0	0.0
ENSMUSG00000050818	0.0	0.0	0.0	0.0
ENSMUSG00000050821	10.0	18.0	21.0	43.0
ENSMUSG00000050822	55.0	74.0	66.0	58.0
ENSMUSG00000050824	0.0	0.0	1.0	1.0
ENSMUSG00000050830	4.0	3.0	5.0	4.0
ENSMUSG00000050836	0.0	0.0	0.0	0.0
ENSMUSG00000050840	4.0	5.0	5.0	9.0
ENSMUSG00000050844	0.0	0.0	0.0	0.0
ENSMUSG00000050846	8.0	20.0	12.0	13.0
ENSMUSG00000050852	0.0	0.0	0.0	0.0
ENSMUSG00000050853	0.0	0.0	0.0	0.0
ENSMUSG00000050854	0.0	0.0	1.0	0.0
ENSMUSG00000050855	5.0	10.0	6.0	6.0
ENSMUSG00000050856	5.0	15.0	6.0	10.0
ENSMUSG00000050860	3.0	4.0	1.0	7.0
ENSMUSG00000050865	0.0	0.0	0.0	0.0
ENSMUSG00000050866	0.0	0.0	0.0	0.0
ENSMUSG00000050870	0.0	0.0	0.0	0.0
ENSMUSG00000050875	57.0	64.0	48.0	92.0
ENSMUSG00000050876	0.0	0.0	0.0	0.0
ENSMUSG00000050883	0.0	0.0	0.0	0.0
ENSMUSG00000050884	0.0	0.0	0.0	0.0
ENSMUSG00000050890	17.0	14.0	16.0	23.0
ENSMUSG00000050891	2.0	5.0	2.0	6.0
ENSMUSG00000050896	3.0	3.0	6.0	7.0
ENSMUSG00000050900	0.0	0.0	0.0	0.0
ENSMUSG00000050901	0.0	0.0	0.0	0.0
ENSMUSG00000050904	0.0	0.0	0.0	0.0
ENSMUSG00000050908	23.0	31.0	32.0	50.0
ENSMUSG00000050910	38.0	52.0	28.0	34.0
ENSMUSG00000050912	26.0	25.0	8.0	13.0
ENSMUSG00000050914	3.0	9.0	5.0	6.0
ENSMUSG00000050917	0.0	0.0	0.0	0.0
ENSMUSG00000050919	3.0	5.0	0.0	3.0
ENSMUSG00000050921	0.0	0.0	0.0	0.0
ENSMUSG00000050926	1.0	2.0	0.0	3.0
ENSMUSG00000050930	1.0	3.0	1.0	8.0
ENSMUSG00000050931	7.0	2.0	0.0	3.0
ENSMUSG00000050933	0.0	0.0	0.0	0.0
ENSMUSG00000050936	0.0	0.0	0.0	1.0
ENSMUSG00000050944	3.0	2.0	1.0	0.0
ENSMUSG00000050945	1.0	4.0	0.0	3.0
ENSMUSG00000050947	14.0	12.0	27.0	21.0
ENSMUSG00000050953	33.0	34.0	21.0	48.0
ENSMUSG00000050954	3.0	6.0	4.0	3.0
ENSMUSG00000050957	0.0	0.0	1.0	0.0
ENSMUSG00000050959	0.0	0.0	0.0	0.0
ENSMUSG00000050961	0.0	0.0	0.0	0.0
ENSMUSG00000050963	1.0	2.0	5.0	14.0
ENSMUSG00000050965	23.0	26.0	38.0	53.0
ENSMUSG00000050966	0.0	0.0	1.0	0.0
ENSMUSG00000050967	4.0	1.0	4.0	12.0
ENSMUSG00000050973	1.0	5.0	4.0	4.0
ENSMUSG00000050974	0.0	0.0	0.0	0.0
ENSMUSG00000050978	0.0	0.0	0.0	0.0
ENSMUSG00000050982	0.0	0.0	0.0	0.0
ENSMUSG00000050989	39.0	44.0	34.0	35.0
ENSMUSG00000050994	0.0	0.0	0.0	0.0
ENSMUSG00000050996	0.0	0.0	0.0	0.0
ENSMUSG00000051000	2.0	0.0	1.0	1.0
ENSMUSG00000051002	0.0	0.0	0.0	0.0
ENSMUSG00000051003	0.0	0.0	0.0	0.0
ENSMUSG00000051007	25.0	25.0	23.0	39.0
ENSMUSG00000051008	0.0	0.0	0.0	0.0
ENSMUSG00000051022	15.0	11.0	17.0	16.0
ENSMUSG00000051029	2.0	2.0	1.0	2.0
ENSMUSG00000051031	0.98	0.0	0.38	0.0
ENSMUSG00000051034	4.0	15.0	5.0	9.0
ENSMUSG00000051036	0.0	0.0	0.0	0.0
ENSMUSG00000051037	0.0	1.0	3.0	3.0
ENSMUSG00000051038	0.0	0.0	0.0	0.0
ENSMUSG00000051041	1.0	4.0	0.0	2.0
ENSMUSG00000051043	10.0	8.0	0.0	2.0
ENSMUSG00000051046	0.0	0.0	0.0	0.0
ENSMUSG00000051048	12.0	5.0	2.0	5.0
ENSMUSG00000051050	0.0	0.0	0.0	0.0
ENSMUSG00000051051	0.0	0.0	0.0	0.0
ENSMUSG00000051052	0.0	0.0	0.0	0.0
ENSMUSG00000051054	0.0	0.0	0.0	0.0
ENSMUSG00000051056	0.0	0.0	0.0	0.0
ENSMUSG00000051062	22.0	33.0	31.0	73.0
ENSMUSG00000051065	14.0	11.0	19.0	22.0
ENSMUSG00000051067	3.0	5.0	6.0	21.0
ENSMUSG00000051074	1.0	1.0	0.0	0.0
ENSMUSG00000051076	0.0	0.0	0.0	0.0
ENSMUSG00000051079	0.0	2.0	0.0	0.0
ENSMUSG00000051081	0.0	0.0	0.0	0.0
ENSMUSG00000051095	0.0	0.0	0.0	0.0
ENSMUSG00000051098	11.0	11.0	19.0	34.0
ENSMUSG00000051107	8.0	2.0	8.0	6.0
ENSMUSG00000051111	3.0	9.0	6.0	11.0
ENSMUSG00000051113	1.0	9.0	2.0	2.0
ENSMUSG00000051116	0.0	0.0	0.0	1.22
ENSMUSG00000051118	0.0	0.0	0.0	0.0
ENSMUSG00000051124	2.0	0.0	1.0	0.0
ENSMUSG00000051133	0.0	0.0	0.0	0.0
ENSMUSG00000051136	0.0	1.0	0.0	0.0
ENSMUSG00000051146	18.0	26.0	44.0	48.0
ENSMUSG00000051147	1.0	1.0	0.0	0.0
ENSMUSG00000051149	126.0	109.17	80.82	123.99
ENSMUSG00000051153	0.0	0.0	0.0	0.0
ENSMUSG00000051154	22.0	33.0	22.0	40.0
ENSMUSG00000051156	0.0	0.0	0.0	0.0
ENSMUSG00000051159	5.0	2.0	1.0	3.0
ENSMUSG00000051160	0.0	0.0	0.0	0.0
ENSMUSG00000051166	39.0	82.0	51.0	76.0
ENSMUSG00000051169	4.0	7.0	1.0	6.0
ENSMUSG00000051172	0.0	0.0	0.0	0.0
ENSMUSG00000051176	0.0	0.0	0.0	0.0
ENSMUSG00000051177	14.0	20.0	28.0	35.0
